CROP_IMAGE,image_type,task_type,difficulty,question,correct_answer,rationale
s41467-022-30533-y_figure-5_crop13.png,Diffraction,reasoning,medium,"In the context of this Au–Ag–Cu trimer cluster, what can be inferred about the bonding environment from the roughly equal spacing and triangular geometry observed in the ADF-STEM image?",The trimer forms a stable metallic cluster with nearly equal bond lengths,The triangular arrangement with similar interatomic distances suggests stable bonding typical of small metallic clusters.
s41467-022-30533-y_figure-5_crop13.png,Diffraction,reasoning,hard,"Considering the ADF-STEM image of the Au–Ag–Cu trimer, which inference about the cluster's electronic structure is most consistent with the observed atomic arrangement and contrast?","The cluster likely exhibits mixed-metal bonding with charge redistribution among Au, Ag, and Cu atoms","Mixed-metal trimers typically show bonding with partial charge transfer and electronic hybridization, consistent with the distinct atomic species and stable geometry seen."
s41467-022-30533-y_figure-5_crop13.png,Diffraction,experimental_design,easy,"What imaging mode was used to acquire this image of the Au–Ag–Cu trimer, as indicated by the bright atomic columns on a dark background?",ADF-STEM,The bright atomic columns on a dark background are characteristic of annular dark-field scanning TEM (ADF-STEM) imaging.
s41467-022-30533-y_figure-5_crop13.png,Diffraction,experimental_design,medium,What is the primary cause of the contrast differences among the three bright spots in this ADF-STEM image of the Au–Ag–Cu trimer?,Differences in atomic number causing Z-contrast,"ADF-STEM contrast is dominated by atomic number (Z-contrast), making heavier atoms appear brighter."
s41467-022-30533-y_figure-5_crop13.png,Diffraction,experimental_design,hard,"Given the atomic-scale resolution and the size scale of 1.22 nm per frame side in this ADF-STEM image, which sample preparation artifact is least likely to affect the interpretation of the Au–Ag–Cu trimer structure?",Large-scale sample bending or wrinkling,"At the sub-nanometer scale of this image, large-scale bending or wrinkling would not be visible or relevant, whereas atomic contamination, beam damage, or astigmatism could affect image quality or interpretation."
s41467-022-30533-y_figure-5_crop15.png,Diffraction,visual_perception,easy,"In this ADF-STEM image of an Au–Ag–Cu trimer, what is the predominant shape formed by the three bright atomic sites?",Triangular,"The three bright spots form a clear triangular arrangement, ruling out linear, square, or circular shapes."
s41467-022-30533-y_figure-5_crop15.png,Diffraction,visual_perception,medium,"In this ADF-STEM image of an Au–Ag–Cu trimer, how do the relative brightness levels of the three atomic sites compare?","One site is brightest, one is intermediate, one is dimmest","The image shows three distinct brightness levels among the atomic sites, consistent with different elements having different scattering intensities."
s41467-022-30533-y_figure-5_crop15.png,Diffraction,visual_perception,hard,"Considering the scale bar and the size of the features in this ADF-STEM image of an Au–Ag–Cu trimer, what is the approximate distance between adjacent atomic sites?",About 0.25 nm,"Given the frame size of 1.22 nm and the spacing of the bright spots, the interatomic distances are on the order of a few tenths of a nanometer, consistent with typical metal-metal bond lengths."
s41467-022-30533-y_figure-5_crop15.png,Diffraction,reasoning,easy,"Given that this is an Au–Ag–Cu trimer cluster imaged by ADF-STEM, what does the difference in brightness of the atomic sites most likely indicate?","Different atomic numbers of Au, Ag, and Cu","ADF-STEM contrast is strongly dependent on atomic number (Z-contrast), so brightness differences correspond to different elements."
s41467-022-30533-y_figure-5_crop15.png,Diffraction,reasoning,medium,"In this Au–Ag–Cu trimer cluster, what does the triangular arrangement of atoms suggest about the cluster's bonding geometry?",The cluster forms a stable triangular bonding configuration,The triangular arrangement is typical for trimers where three atoms bond to minimize energy in a planar triangular geometry.
s41467-022-30533-y_figure-5_crop15.png,Diffraction,reasoning,hard,"Considering this ADF-STEM image of an Au–Ag–Cu trimer, which inference about the relative atomic positions is most consistent with the observed contrast and arrangement?","Au atom corresponds to the brightest site due to highest atomic number, Cu to the dimmest","Au (Z=79) has higher atomic number than Ag (Z=47) and Cu (Z=29), so it appears brightest in ADF-STEM; Cu is dimmest."
s41467-022-30533-y_figure-5_crop15.png,Diffraction,experimental_design,easy,What imaging mode was used to acquire this image of the Au–Ag–Cu trimer cluster?,ADF-STEM,The image shows bright atomic sites with Z-contrast typical of annular dark-field scanning TEM (ADF-STEM).
s41467-022-30533-y_figure-5_crop15.png,Diffraction,experimental_design,medium,The bright spots in this image correspond to atomic columns. Which imaging artifact is least likely to affect the interpretation of atomic positions here?,Z-contrast intensity variation,"Z-contrast intensity variation is a desired contrast mechanism in ADF-STEM, not an artifact, whereas drift, chromatic aberration, and astigmatism can blur or distort atomic positions."
s41467-022-30533-y_figure-5_crop15.png,Diffraction,experimental_design,hard,"In acquiring this ADF-STEM image of the Au–Ag–Cu trimer, which factor is most critical to accurately distinguish the three different elements by brightness?",Optimizing detector inner angle to maximize Z-contrast,ADF-STEM contrast depends on detector geometry; selecting an appropriate inner angle enhances Z-contrast to differentiate elements by brightness.
s41467-022-30762-1_figure-3_crop1.png,Diffraction,visual_perception,easy,"In this SAED pattern of an h-BN:Ge-O monolayer, what is the most prominent feature visible?",Concentric diffraction rings,"The image clearly shows multiple concentric diffraction rings, indicating polycrystalline or layered structure. Single spots or diffuse halos are not present."
s41467-022-30762-1_figure-3_crop1.png,Diffraction,visual_perception,medium,"In this SAED pattern of an h-BN:Ge-O monolayer, what does the presence of discrete spots on the rings indicate about the sample?",The sample has some crystalline domains with preferred orientation,Discrete spots on diffraction rings suggest crystalline domains with some preferred orientation rather than a fully amorphous or single crystal sample. Contamination would show different diffraction features.
s41467-022-30762-1_figure-3_crop1.png,Diffraction,visual_perception,hard,"Considering this SAED pattern of an h-BN:Ge-O monolayer, what can be inferred about the crystallinity and layer stacking from the pattern's ring intensity and spot distribution?",The pattern indicates a polycrystalline monolayer with some rotational disorder between domains,The presence of rings with discrete spots suggests polycrystalline domains with rotational disorder. A perfect single crystal would show only sharp spots without rings; amorphous films show diffuse halos; multilayers with strong registry show different diffraction patterns.
s41467-022-30762-1_figure-3_crop1.png,Diffraction,reasoning,easy,"Given that this is a SAED pattern of an h-BN:Ge-O monolayer, what does the presence of multiple diffraction rings imply about the sample's structure?",The sample is composed of many small crystalline domains,"Multiple diffraction rings arise from many small crystalline domains oriented randomly, typical of polycrystalline materials."
s41467-022-30762-1_figure-3_crop1.png,Diffraction,reasoning,medium,"In this SAED pattern of an h-BN:Ge-O monolayer, the discrete spots on the rings suggest what about the orientation of crystalline domains?",There is some preferred orientation or texture among the domains,"Discrete spots on rings indicate some preferred orientation or texture rather than fully random orientation, which would produce continuous rings."
s41467-022-30762-1_figure-3_crop1.png,Diffraction,reasoning,hard,"Considering the SAED pattern of an h-BN:Ge-O monolayer, what can be inferred about the effect of Ge-O doping on the crystalline order based on the diffraction pattern features?",Ge-O doping maintains polycrystalline order with some domain alignment,"The diffraction pattern shows rings with discrete spots, indicating polycrystalline order with some alignment, consistent with doping maintaining crystalline structure rather than destroying it."
s41467-022-30762-1_figure-3_crop1.png,Diffraction,experimental_design,easy,What imaging technique was used to obtain this pattern of the h-BN:Ge-O monolayer?,Selected Area Electron Diffraction (SAED),"The image is a diffraction pattern with rings and spots, characteristic of SAED."
s41467-022-30762-1_figure-3_crop1.png,Diffraction,experimental_design,medium,"In this SAED pattern of an h-BN:Ge-O monolayer, what does the dark central circle represent?",The beam stop blocking the direct electron beam,The central dark circle is the beam stop used to block the intense direct beam in electron diffraction.
s41467-022-30762-1_figure-3_crop1.png,Diffraction,experimental_design,hard,"If the SAED pattern of the h-BN:Ge-O monolayer shows faint rings with discrete spots, what experimental factor could improve the clarity of the diffraction spots?",Using a smaller selected area aperture to isolate single crystalline domains,"Using a smaller selected area aperture isolates fewer domains, reducing overlap and improving spot clarity. Increasing aperture size would blur spots; reducing coherence length worsens diffraction; decreasing exposure reduces signal."
s41467-022-30821-7_figure-2_crop2.png,HR-TEM,visual_perception,easy,"In this atomic-resolution HAADF STEM image showing polarization vectors, what is the predominant shape formed by the yellow arrows in the lattice?","Arrow vectors arranged in smooth, curved transitions","The yellow arrows form smooth, curved transitions between polarization states, visible as gradual changes in vector direction. The other options are inconsistent with the observed smooth vector field."
s41467-022-30821-7_figure-2_crop2.png,HR-TEM,visual_perception,medium,"In this HAADF STEM polarization vector image along [100], which labeled polarization state appears most frequently in the image?",R,"The letter 'R' appears multiple times in the image, more frequently than T, O, or C, indicating the R polarization state is most common in this crop."
s41467-022-30821-7_figure-2_crop2.png,HR-TEM,visual_perception,hard,"Considering the polarization vectors in this HAADF STEM image along [100], which region shows the most abrupt change in vector orientation?",Transition from O to C,"The transition from O to C shows a sharper change in vector direction compared to the smoother transitions from T to R or R to O, as seen by the denser vector angle variation near the O-C boundary."
s41467-022-30821-7_figure-2_crop2.png,HR-TEM,reasoning,easy,"Given that this is a HAADF STEM polarization vector image of a ferroelectric material along [100], what does the presence of multiple labeled polarization states (T, R, O, C) most likely indicate?",Coexistence of multiple polarization domain variants,Multiple labeled polarization states correspond to different domain variants in ferroelectric materials. Noise or contamination would not produce such well-defined vector patterns.
s41467-022-30821-7_figure-2_crop2.png,HR-TEM,reasoning,medium,"In this HAADF STEM polarization vector image along [100], the smooth transition of vectors from T to R to O to C suggests what about the domain wall structure?",The domain walls are continuous and gradual rather than abrupt,"The gradual vector rotation indicates continuous domain walls, typical of ferroic domain transitions, rather than abrupt or absent walls."
s41467-022-30821-7_figure-2_crop2.png,HR-TEM,reasoning,hard,"Considering this HAADF STEM polarization vector image of a ferroelectric crystal along [100], what can be inferred about the polarization magnitude in the regions labeled T, R, O, and C based on the vector density and length?","Polarization magnitude varies, with C having the smallest and T the largest","Vector length and density visually indicate polarization magnitude; the C region shows shorter vectors, suggesting smaller magnitude, while T shows longer vectors, indicating larger polarization."
s41467-022-30821-7_figure-2_crop2.png,HR-TEM,experimental_design,easy,This image is an atomic-resolution HAADF STEM polarization vector map. What does HAADF stand for in this context?,High-Angle Annular Dark Field,"HAADF stands for High-Angle Annular Dark Field, a common STEM imaging mode providing atomic number contrast."
s41467-022-30821-7_figure-2_crop2.png,HR-TEM,experimental_design,medium,"In this HAADF STEM polarization vector image, what is the most likely cause of the smooth vector transitions rather than abrupt changes?",Use of advanced vector mapping algorithms on high-quality STEM data,"Smooth vector transitions arise from precise vector mapping of polarization directions in high-quality STEM images, not from contamination, damage, or defocus."
s41467-022-30821-7_figure-2_crop2.png,HR-TEM,experimental_design,hard,"Given this HAADF STEM polarization vector image along [100], which imaging artifact would most likely distort the polarization vector directions if present?",Sample drift during acquisition,Sample drift causes spatial misalignment leading to incorrect vector directions. Chromatic aberration and charging affect contrast but less directly vector orientation; astigmatism causes blurring but less directional vector distortion.
s41467-022-31660-2_figure-2_crop0.png,STEM,visual_perception,easy,"In this HAADF-STEM image of Ru clusters, what is the predominant shape of the observed particles?",Spherical,"The particles appear roughly round and compact without elongated or faceted shapes, consistent with spherical morphology. Rod-like, cubic, or plate-like shapes would show elongated, angular, or flat features which are not visible."
s41467-022-31660-2_figure-2_crop0.png,STEM,visual_perception,medium,"Considering the size scale shown (2 nm bar), what is the approximate size range of the Ru clusters in this image?",1-3 nm,"The clusters are mostly smaller than or about the length of the 2 nm scale bar, indicating sizes roughly between 1 and 3 nm. Larger size ranges would be visibly bigger relative to the scale bar."
s41467-022-31660-2_figure-2_crop0.png,STEM,visual_perception,hard,"In this HAADF-STEM image of Ru clusters, what can be inferred about the spatial distribution of the clusters on the substrate?",Clusters are dispersed with some degree of agglomeration,"The clusters appear mostly separated but some are close or touching, indicating partial agglomeration. There is no continuous film or uniform spacing, nor any linear alignment visible."
s41467-022-31660-2_figure-2_crop0.png,STEM,reasoning,easy,"Given that this is a HAADF-STEM image of Ru clusters, what does the bright contrast of the particles primarily indicate?",Higher atomic number and mass-thickness,HAADF-STEM contrast is strongly Z-contrast; heavier elements like Ru appear bright due to higher atomic number and mass-thickness. Lower Z elements or holes appear dark.
s41467-022-31660-2_figure-2_crop0.png,STEM,reasoning,medium,"In this HAADF-STEM image of Ru clusters, what can be inferred about the crystallinity of the clusters based on the image alone?",Clusters are likely crystalline but lattice fringes are not resolved here,"The image shows bright clusters but no lattice fringes are visible at this magnification or imaging mode. Ru clusters of this size are typically crystalline, but lattice resolution requires HRTEM or higher magnification."
s41467-022-31660-2_figure-2_crop0.png,STEM,reasoning,hard,"Considering this is a HAADF-STEM image of Ru clusters, what does the variation in cluster brightness and size most likely indicate about the sample preparation or synthesis?",Non-uniform nucleation and growth leading to size distribution,The visible size and brightness variation suggests non-uniform nucleation and growth processes. Monodispersity would show uniform size and brightness. Contamination or beam damage would produce different artifacts not consistent with this image.
s41467-022-31660-2_figure-2_crop0.png,STEM,experimental_design,easy,"What imaging mode is used in this image of Ru clusters, as indicated by the bright contrast of heavy elements on a dark background?",HAADF-STEM,"HAADF-STEM produces Z-contrast images where heavy elements appear bright on a dark background, matching the image characteristics."
s41467-022-31660-2_figure-2_crop0.png,STEM,experimental_design,medium,Which of the following artifacts is least likely to affect the interpretation of cluster size in this HAADF-STEM image?,Chromatic aberration causing color fringes,"Chromatic aberration causing color fringes is not relevant in HAADF-STEM which is a high-angle annular dark field detector mode producing mostly intensity contrast without color fringes. Beam effects, drift, and noise can affect size interpretation."
s41467-022-31660-2_figure-2_crop0.png,STEM,experimental_design,hard,"In the context of imaging Ru clusters by HAADF-STEM, what is the primary reason for using this mode instead of conventional TEM imaging?",To enhance atomic number contrast for better visualization of heavy metal clusters,"HAADF-STEM is chosen to exploit Z-contrast, making heavy metal clusters like Ru appear bright and distinct from the substrate, which is difficult in conventional TEM modes focused on phase contrast."
s41467-022-32405-x_figure-2_crop2.png,STEM,visual_perception,easy,"In this TEM image of an MPS nanosheet, what is the predominant shape of the observed nanostructure?",Sheet-like,"The image clearly shows a flat, extended morphology consistent with a nanosheet. Spherical and rod-like shapes would appear more rounded or elongated, and irregular clusters would have uneven edges, which are not observed here."
s41467-022-32405-x_figure-2_crop2.png,STEM,visual_perception,medium,"Considering the scale bar of 100 nm in this TEM image of MPS nanosheets, what is the approximate lateral size range of the nanosheet shown?",About 100 nm,"The nanosheet spans roughly the length of the scale bar, indicating a lateral size near 100 nm. The other options are either too small or too large compared to the visible size."
s41467-022-32405-x_figure-2_crop2.png,STEM,visual_perception,hard,"In this TEM image of MPS nanosheets, what can be inferred about the thickness of the nanosheet based on the contrast and edge sharpness?","The nanosheet is very thin, likely a few nanometers thick","The relatively uniform and faint contrast with smooth edges suggests a very thin nanosheet, consistent with few-nanometer thickness. Thick or multilayered sheets would show stronger contrast or overlapping features."
s41467-022-32405-x_figure-2_crop2.png,STEM,reasoning,easy,"Given that this is an MPS nanosheet sample, what does the uniform contrast in the TEM image most likely indicate about the nanosheet's structure?",It is a single or few-layer nanosheet with uniform thickness,"Uniform contrast in TEM of nanosheets typically indicates uniform thickness and crystallinity, consistent with single or few-layer nanosheets. Bulk crystals or porous structures would show more contrast variation."
s41467-022-32405-x_figure-2_crop2.png,STEM,reasoning,medium,"In the context of MPS nanosheets, what does the absence of visible lattice fringes in this TEM image suggest about the imaging conditions or sample?",The image was taken in low-resolution TEM mode or the nanosheet is too thin for lattice fringes to be resolved,The lack of lattice fringes can be due to low-resolution imaging or very thin samples where lattice fringes are not resolved. Amorphous or damaged samples usually show different contrast patterns.
s41467-022-32405-x_figure-2_crop2.png,STEM,reasoning,hard,"Given the MPS nanosheet sample imaged here, what can be inferred about the growth mechanism from the observed morphology and edge definition in the TEM image?",The nanosheets likely grew via a layer-by-layer anisotropic growth mechanism,"The well-defined, flat morphology with smooth edges suggests anisotropic, layer-by-layer growth typical for nanosheets. Random aggregation or isotropic growth would produce less defined shapes."
s41467-022-32405-x_figure-2_crop2.png,STEM,experimental_design,easy,What imaging mode was most likely used to acquire this TEM image of MPS nanosheets based on the contrast and appearance?,Bright-field TEM,"The image shows typical bright-field TEM contrast with uniform background and nanosheet contrast, unlike dark-field or STEM modes which show different contrast mechanisms."
s41467-022-32405-x_figure-2_crop2.png,STEM,experimental_design,medium,The slight gradient in contrast across the nanosheet in this TEM image could be caused by which experimental factor?,Sample thickness variation across the nanosheet,"A contrast gradient is often caused by thickness variation in thin samples. Beam damage or contamination usually cause localized contrast changes, and astigmatism affects image sharpness rather than contrast gradient."
s41467-022-32405-x_figure-2_crop2.png,STEM,experimental_design,hard,"If the edges of the nanosheet appear slightly blurred in this TEM image, which of the following is the most plausible explanation related to imaging conditions?",The image is slightly out of focus or affected by lens aberrations,"Blurred edges are commonly caused by slight defocus or lens aberrations in TEM imaging. Chemical degradation or sample tilt would produce different artifacts, and low dose affects overall signal but not selectively edges."
s41467-022-32519-2_figure-2_crop4.png,STEM,visual_perception,easy,"In this STEM-HAADF image of bent SrTiO3, what is the predominant shape formed by the bright atomic columns?",Dot-like spots arranged in a grid,"The image shows discrete bright spots arranged periodically, consistent with atomic columns. Continuous lines or blobs are not visible, and the structure is crystalline rather than amorphous."
s41467-022-32519-2_figure-2_crop4.png,STEM,visual_perception,medium,"In this bent SrTiO3 STEM-HAADF image, what visual evidence indicates the presence of lattice bending?",Curved alignment of atomic columns deviating from a straight lattice,"The atomic columns show a clear curvature, indicating bending. Uniform spacing or random distribution would not indicate bending, and the lattice periodicity is maintained, ruling out complete loss."
s41467-022-32519-2_figure-2_crop4.png,STEM,visual_perception,hard,"In this STEM-HAADF image of bent SrTiO3, the yellow trapezoid region highlights an area with strain. Which feature best describes the lattice distortion visible within this region?",Gradual variation in atomic column spacing indicating strain gradient,"The image shows a smooth bending and gradual change in spacing of atomic columns consistent with strain gradient. There are no sharp dislocations, vacancy clusters, or phase boundaries visible."
s41467-022-32519-2_figure-2_crop4.png,STEM,reasoning,easy,"Given that this is a bent SrTiO3 crystal, what does the periodic bright spots in the STEM-HAADF image most likely represent?","Atomic columns of Sr, Ti, and O","In STEM-HAADF imaging of SrTiO3, bright spots correspond to atomic columns due to Z-contrast. Contamination, amorphous layers, or beam damage would not produce such periodic bright spots."
s41467-022-32519-2_figure-2_crop4.png,STEM,reasoning,medium,"In this bent SrTiO3 STEM image, the bending causes a strain gradient. What is the expected effect of this strain on the lattice spacing visible in the image?",Lattice spacing varies gradually from compressed to stretched regions,"A strain gradient from bending causes a gradual change in lattice spacing, visible as smooth variation in atomic column distances. Constant spacing or abrupt changes are inconsistent with bending strain."
s41467-022-32519-2_figure-2_crop4.png,STEM,reasoning,hard,"Considering this bent SrTiO3 crystal imaged by STEM-HAADF, which atomic columns are most likely to appear brightest due to Z-contrast, and how does this help infer the lattice structure under strain?",Sr columns appear brightest; their positions reveal lattice distortion,"In HAADF imaging, heavier elements like Sr (Z=38) appear brighter than Ti or O. Bright Sr columns help map lattice distortions under strain. Oxygen columns are faint, and equal brightness is not typical."
s41467-022-32519-2_figure-2_crop4.png,STEM,experimental_design,easy,This image of bent SrTiO3 was acquired using STEM-HAADF mode. What is a key characteristic of HAADF imaging visible here?,Bright spots correspond to atomic columns with contrast proportional to atomic number,"HAADF contrast is Z-dependent, making atomic columns of heavier elements appear brighter. Phase contrast and topography imaging are not primary in HAADF."
s41467-022-32519-2_figure-2_crop4.png,STEM,experimental_design,medium,"In this STEM-HAADF image of bent SrTiO3, a yellow trapezoid marks the region of interest. What experimental consideration is critical to accurately image strain gradients at this scale?",Maintaining sample thickness thin enough to avoid multiple scattering,"Thin samples reduce multiple scattering, improving resolution and strain mapping accuracy. Defocus or beam damage degrade image quality, and low magnification reduces spatial resolution."
s41467-022-32519-2_figure-2_crop4.png,STEM,experimental_design,hard,"In this STEM-HAADF image of bent SrTiO3, what artifact might arise if the sample is not properly aligned along the zone axis, and how would it appear visually?",Lattice fringes become blurred or asymmetric due to off-axis tilt,"Misalignment causes blurring and asymmetry in lattice fringes. Brightness uniformity or contrast reversal is unlikely, and STEM-HAADF is sensitive to orientation."
s41467-022-32519-2_figure-4_crop0.png,STEM,visual_perception,easy,"In this HRTEM image of a bent BiFeO3 membrane, what is the predominant shape of the lattice fringes visible?",Curved lattice fringes following the membrane bend,"The lattice fringes clearly follow the bending curvature of the membrane, showing a curved pattern rather than straight or random orientations."
s41467-022-32519-2_figure-4_crop0.png,STEM,visual_perception,medium,"In this HRTEM image of a bent BiFeO3 membrane, what is the approximate thickness of the membrane as indicated by the scale bar?",About 5 nm,"The scale bar shows 5 nm, and the membrane thickness corresponds roughly to this length scale."
s41467-022-32519-2_figure-4_crop0.png,STEM,visual_perception,hard,"In this bent BiFeO3 membrane HRTEM image, what does the asymmetric contrast distribution along the thickness direction most likely indicate?",Asymmetric out-of-plane strain distribution,"The asymmetric contrast along thickness is consistent with asymmetric out-of-plane strain distribution caused by bending, as opposed to symmetric in-plane strain or artifacts."
s41467-022-32519-2_figure-4_crop0.png,STEM,reasoning,easy,"Given that this is a bent BiFeO3 ferroelectric membrane with upward out-of-plane polarization, what does the yellow arrow in the image represent?",Direction of spontaneous polarization,"The yellow arrow indicates the out-of-plane spontaneous polarization direction, as stated in the context."
s41467-022-32519-2_figure-4_crop0.png,STEM,reasoning,medium,"In this bent BiFeO3 membrane, the bending curvature causes flexoexpansion or flexoshrinkage effects. What visual evidence in the lattice spacing supports flexoexpansion?",Increased lattice spacing on the convex side of the bend,"Flexoexpansion corresponds to lattice expansion on the convex (outer) side of bending, visible as increased lattice spacing."
s41467-022-32519-2_figure-4_crop0.png,STEM,reasoning,hard,"Considering the bending direction and the upward spontaneous polarization in this BiFeO3 membrane, what is the expected relationship between the in-plane and out-of-plane strain distributions?","In-plane strain is symmetric, out-of-plane strain is asymmetric",The image and context indicate symmetric in-plane strain distribution but asymmetric out-of-plane strain along thickness due to bending and polarization direction.
s41467-022-32519-2_figure-4_crop0.png,STEM,experimental_design,easy,What imaging technique was most likely used to capture this atomic-resolution image of the bent BiFeO3 membrane?,High-resolution TEM (HRTEM),"The atomic lattice fringes visible indicate HRTEM imaging, which provides lattice resolution."
s41467-022-32519-2_figure-4_crop0.png,STEM,experimental_design,medium,The presence of clear lattice fringes without significant blurring suggests what about the sample preparation and imaging conditions?,Sample is thin and well-prepared with minimal beam damage,"Clear lattice fringes indicate a thin, well-prepared sample and good imaging focus with minimal damage."
s41467-022-32519-2_figure-4_crop0.png,STEM,experimental_design,hard,The bending curvature visible in the HRTEM image could introduce which imaging artifact that must be considered during strain analysis?,Focus gradient across the bent membrane,"Bending can cause a focus gradient across the sample thickness, affecting image sharpness and strain measurements."
s41467-022-32615-3_figure-6_crop1.png,CTEM,visual_perception,easy,"In this HAADF-STEM image of ACNC nanoparticles, what is the predominant morphology of the observed particles?",Irregular aggregated clusters,"The particles appear as irregular, aggregated clusters rather than isolated spheres, rods, or cubic shapes, which would show more uniform and defined morphology."
s41467-022-32615-3_figure-6_crop1.png,CTEM,visual_perception,medium,"Considering the scale bar of 100 nm in this HAADF-STEM image of ACNC, what is the approximate size range of the largest particle clusters visible?",Around 50-100 nm,"The largest clusters span roughly half to the full length of the 100 nm scale bar, indicating sizes around 50-100 nm, ruling out much smaller or larger size ranges."
s41467-022-32615-3_figure-6_crop1.png,CTEM,visual_perception,hard,"In this HAADF-STEM image of ACNC, what can be inferred about the distribution of heavier elements or denser regions within the nanoparticle clusters based on the contrast?",Heavier elements or denser regions appear as brighter spots within the clusters,"In HAADF-STEM imaging, heavier elements or denser regions scatter electrons more strongly, producing brighter contrast. The image shows bright spots within clusters, consistent with this."
s41467-022-32615-3_figure-6_crop1.png,CTEM,reasoning,easy,"Given that this is an HAADF-STEM image of ACNC nanoparticles collected from rat urine, what does the observed irregular cluster morphology suggest about the aggregation state of ACNC in biological fluids?",ACNC tends to form aggregated clusters rather than remaining as isolated particles,"The image shows aggregated clusters, indicating ACNC aggregates in biological fluids rather than dispersing as single particles or forming rods."
s41467-022-32615-3_figure-6_crop1.png,CTEM,reasoning,medium,"Considering the ACNC material and the HAADF-STEM imaging mode, what does the bright contrast in certain regions of the clusters most likely indicate about the elemental composition?",Presence of heavier elements or higher atomic number regions within the clusters,"HAADF-STEM contrast is Z-contrast sensitive, so brighter regions correspond to heavier elements or denser atomic packing."
s41467-022-32615-3_figure-6_crop1.png,CTEM,reasoning,hard,"Given that the inset of the parent figure shows a SAED pattern and this image is from rat urine 12 h post-injection, what can be inferred about the crystallinity of the ACNC clusters based on the HAADF-STEM image alone?",The clusters are mostly amorphous or poorly crystalline due to the diffuse contrast and lack of lattice fringes,"The image lacks visible lattice fringes or faceted shapes, and the diffuse contrast suggests amorphous or poorly crystalline nature."
s41467-022-32615-3_figure-6_crop1.png,CTEM,experimental_design,easy,"What imaging mode is used to acquire this image of ACNC nanoparticles, as indicated by the contrast and labeling?",HAADF-STEM,"The image is labeled HAADF, and the contrast shows bright spots corresponding to heavier elements typical of HAADF-STEM imaging."
s41467-022-32615-3_figure-6_crop1.png,CTEM,experimental_design,medium,The bright contrast in this HAADF-STEM image of ACNC is primarily due to which physical interaction between the electron beam and the sample?,High-angle annular dark-field scattering sensitive to atomic number (Z-contrast),"HAADF-STEM contrast arises from incoherent scattering at high angles, which depends strongly on atomic number (Z-contrast)."
s41467-022-32615-3_figure-6_crop1.png,CTEM,experimental_design,hard,"If the sample preparation or imaging conditions were suboptimal, which artifact would most likely degrade the quality of this HAADF-STEM image of ACNC clusters?",Sample drift causing blurring of the nanoparticle features,"Sample drift during scanning causes blurring and loss of resolution, which would degrade the detailed cluster morphology visible here. Charging typically causes image distortion but not uniform brightening in HAADF-STEM. Astigmatism affects focus but not symmetric contrast enhancement. Beam damage usually causes amorphization, not increased crystallinity."
s41467-022-32615-3_figure-6_crop2.png,Diffraction,visual_perception,easy,"In this SAED pattern of ACNC, what is the shape of the central diffraction feature?",Bright circular spot,"The central diffraction feature is a bright circular spot, characteristic of the direct beam in SAED patterns. The other shapes are not consistent with the observed circular symmetry."
s41467-022-32615-3_figure-6_crop2.png,Diffraction,visual_perception,medium,"In this SAED pattern of ACNC, what does the presence of concentric rings indicate about the sample?",Polycrystalline or nanocrystalline structure,"Concentric rings in SAED patterns indicate multiple randomly oriented crystalline domains, typical of polycrystalline or nanocrystalline materials. Single crystals produce discrete spots, amorphous materials produce diffuse halos, and oriented films produce arcs or spots."
s41467-022-32615-3_figure-6_crop2.png,Diffraction,visual_perception,hard,"Given this SAED pattern of ACNC, which of the following best explains the relative sharpness and continuity of the diffraction rings?",Presence of uniformly sized nanocrystals with random orientation,"Sharp and continuous rings arise from many small nanocrystals randomly oriented, producing ring diffraction. Large single crystals produce discrete spots, amorphous materials produce diffuse halos, and textured films produce arcs or spotty rings."
s41467-022-32615-3_figure-6_crop2.png,Diffraction,reasoning,easy,"In this SAED pattern of ACNC, what does the bright central spot represent?",Direct transmitted electron beam,The bright central spot in SAED patterns corresponds to the direct transmitted electron beam passing through the sample without diffraction.
s41467-022-32615-3_figure-6_crop2.png,Diffraction,reasoning,medium,"Considering this SAED pattern of ACNC, what can be inferred about the crystallinity of the ACNC material in rat urine?",It contains nanocrystalline domains,The presence of concentric diffraction rings indicates nanocrystalline domains rather than full amorphous or single crystal structure.
s41467-022-32615-3_figure-6_crop2.png,Diffraction,reasoning,hard,"Given the SAED pattern of ACNC, which of the following growth mechanisms is most consistent with the observed diffraction rings?",Nucleation and growth of randomly oriented nanocrystals,"Randomly oriented nanocrystals produce concentric rings in SAED, consistent with nucleation and growth of nanocrystals rather than epitaxial or layered growth."
s41467-022-32615-3_figure-6_crop2.png,Diffraction,experimental_design,easy,This image is a SAED pattern. What does SAED stand for in TEM imaging?,Selected Area Electron Diffraction,"SAED stands for Selected Area Electron Diffraction, a TEM technique to obtain diffraction patterns from a defined sample area."
s41467-022-32615-3_figure-6_crop2.png,Diffraction,experimental_design,medium,"In this SAED pattern of ACNC, the clarity of the rings suggests which of the following about the sample preparation?",Sample is thin enough to allow electron transmission and diffraction,Clear diffraction rings require a thin sample allowing electron transmission and minimal multiple scattering. Thick or contaminated samples degrade pattern clarity.
