CROP_IMAGE,image_type,task_type,difficulty,question,option_A,option_B,option_C,option_D,correct_answer,rationale
s41467-021-27193-9_figure-1_crop2.png,CTEM,visual_perception,medium,"In this TEM image of silica nanospheres grafted with P4VP brushes, what does the lighter gray shell surrounding the darker core most likely represent?",Silica core with lower density,Oxide contamination layer,Polymer brush layer (P4VP),Vacuum artifact,C,"The lighter shell corresponds to the polymer brush layer grafted on the silica core, which appears darker due to higher electron density. Oxide contamination or vacuum artifacts would not form uniform shells around each particle, and the silica core is the dense dark center."
s41467-021-27193-9_figure-1_crop2.png,CTEM,visual_perception,hard,"Considering the uniform size distribution of the particles in this TEM image of silica nanospheres, what is the approximate diameter range of these particles?",25 ± 2 nm,110 ± 10 nm,270 ± 16 nm,7 ± 1 nm,A,"The scale bar and relative particle size indicate approximately 25 nm diameter, consistent with the S25 sample size. Smaller or larger sizes would appear significantly different in scale."
s41467-021-27193-9_figure-1_crop2.png,CTEM,reasoning,easy,"Given that this is a silica nanosphere sample grafted with P4VP brushes, what does the contrast difference between the core and shell indicate about their composition?",Both core and shell are polymer but with different densities,Dark core is silica; lighter shell is polymer brush,Both core and shell are silica but with different crystallinity,Dark core is polymer; lighter shell is silica,B,"Silica is electron dense and appears darker in TEM, while the polymer brush is less dense and appears lighter. The contrast difference matches this composition."
s41467-021-27193-9_figure-1_crop2.png,CTEM,reasoning,medium,"In this silica nanosphere sample with P4VP brushes, what does the uniform shell thickness around each particle suggest about the polymer brush growth?",Partial polymer degradation,Random polymer aggregation,Controlled and uniform polymer brush growth,Non-uniform polymer grafting,C,"The consistent shell thickness around each particle indicates uniform polymer brush growth, as opposed to random aggregation or degradation which would produce irregular shells."
s41467-021-27193-9_figure-1_crop2.png,CTEM,reasoning,hard,"Considering the synthesis method of silica nanospheres grafted with P4VP brushes, what does the clear core-shell contrast in this TEM image imply about the effectiveness of the surface-initiated ATRP process?",Silica core partially dissolved during polymerization,Successful grafting of polymer brushes forming a distinct shell,Polymer brushes detached during sample preparation,Incomplete polymerization resulting in patchy coverage,B,"The distinct and uniform shell around the silica core indicates successful and complete grafting of polymer brushes via ATRP. Patchy coverage or detachment would cause irregular or absent shells, and core dissolution would alter core morphology."
s41467-021-27193-9_figure-1_crop2.png,CTEM,experimental_design,easy,What imaging mode is most likely used to obtain this TEM image showing contrast between dense silica cores and lighter polymer shells?,Scanning TEM (STEM),Electron tomography,Dark-field TEM,Bright-field TEM,D,"Bright-field TEM produces contrast based on electron density differences, showing dark dense cores and lighter polymer shells. Dark-field or STEM would produce different contrast patterns, and tomography is a 3D technique."
s41467-021-27193-9_figure-1_crop2.png,CTEM,experimental_design,medium,The uniform gray shell around each silica nanosphere in this TEM image suggests which sample preparation consideration was successfully addressed?,Complete removal of polymer brushes,Agglomeration of silica cores,Minimized polymer brush collapse during drying,Beam-induced damage causing shell thinning,C,"The visible uniform shell indicates that polymer brushes retained their structure without collapsing or detaching during drying. Removal or agglomeration would alter shell appearance, and beam damage would cause irregularities."
s41467-021-27193-9_figure-1_crop2.png,CTEM,experimental_design,hard,"If astigmatism or defocus were present during imaging of this silica nanosphere sample, what visual artifact would most likely appear in the TEM image?",Complete loss of core-shell contrast,Appearance of diffraction spots,Elongated or blurred particle edges,Increased contrast of polymer shell,C,"Astigmatism or defocus causes blurring or elongation of features, especially particle edges. Increased contrast or diffraction spots are unrelated to astigmatism, and core-shell contrast would not be completely lost but degraded."
s41467-021-27791-7_figure-2_crop0.png,HR-TEM,visual_perception,easy,"In this HRTEM image of a Co2P-CoP-NiCoO2 heterostructure, what is the approximate scale of the lattice fringes visible?",About 20 to 25 nanometers,About 2 to 2.5 nanometers,About 200 to 250 nanometers,About 0.2 to 0.25 nanometers,D,"The scale bar shows 5 nm, and the lattice fringes are clearly sub-nanometer, with labeled spacings around 0.2 nm, ruling out larger scales."
s41467-021-27791-7_figure-2_crop0.png,HR-TEM,visual_perception,medium,"In this HRTEM image of a Co2P-CoP-NiCoO2 heterostructure, what is the predominant shape of the lattice fringes observed?","Amorphous, featureless contrast",Parallel and well-defined lattice fringes,Spherical nanoparticles without lattice fringes,Randomly oriented polycrystalline rings,B,"The image shows clear, parallel lattice fringes with measured d-spacings, indicating crystalline order rather than amorphous or spherical particle morphology."
s41467-021-27791-7_figure-2_crop0.png,HR-TEM,visual_perception,hard,"In this HRTEM image of a Co2P-CoP-NiCoO2 heterostructure, how many distinct lattice spacings are visually identified and labeled?",Three distinct lattice spacings,Four distinct lattice spacings,One lattice spacing only,Two distinct lattice spacings,B,"Four lattice spacings are labeled: 0.248 nm (CoP), 0.244 nm (NiCoO2), 0.221 nm (Co2P), and 0.211 nm (NiCoO2), indicating four distinct crystalline planes."
s41467-021-27791-7_figure-2_crop0.png,HR-TEM,reasoning,easy,"Given this is a Co2P-CoP-NiCoO2 heterostructure imaged by HRTEM, what does the presence of multiple distinct lattice spacings indicate about the sample?",The sample is a single crystal with no defects,The sample is fully amorphous,The sample is contaminated with organic residues,The sample contains multiple crystalline phases,D,"Multiple distinct lattice spacings correspond to different crystal structures/phases, consistent with a heterostructure rather than amorphous or single-phase."
s41467-021-27791-7_figure-2_crop0.png,HR-TEM,reasoning,medium,"In this Co2P-CoP-NiCoO2 heterostructure, the lattice spacing of 0.221 nm is assigned to Co2P (121) planes. What does this suggest about the crystallographic orientation relationship in the heterostructure?",The Co2P phase is amorphous,The lattice spacing corresponds to an impurity phase,The phases are completely randomly oriented with no interface,There is an epitaxial or coherent interface between Co2P and NiCoO2 phases,D,The presence of well-defined lattice fringes with specific plane indices suggests coherent interfaces and epitaxial relationships between phases in the heterostructure.
s41467-021-27791-7_figure-2_crop0.png,HR-TEM,reasoning,hard,"Considering the lattice spacings labeled for NiCoO2 (0.244 nm and 0.211 nm) and CoP (0.248 nm), what can be inferred about the strain or lattice mismatch at the interfaces in this heterostructure?",The lattice spacings suggest the sample is amorphous,There is a slight lattice mismatch indicating strain accommodation at the interfaces,"The lattice spacings are identical, indicating no strain",The lattice spacings indicate complete phase separation with no interface,B,"The close but distinct lattice spacings suggest slight mismatch and strain accommodation typical in heterostructures, rather than perfect lattice matching or amorphous structure."
s41467-021-27791-7_figure-2_crop0.png,HR-TEM,experimental_design,easy,What imaging technique was most likely used to capture this image showing lattice fringes with sub-nanometer resolution?,Optical microscopy,High-resolution transmission electron microscopy (HRTEM),Atomic force microscopy (AFM),Scanning electron microscopy (SEM),B,"Only HRTEM can resolve lattice fringes at the sub-nanometer scale visible here; SEM, AFM, and optical microscopy cannot achieve this resolution."
s41467-021-27791-7_figure-2_crop0.png,HR-TEM,experimental_design,medium,The presence of clear lattice fringes without significant blurring suggests which of the following about the sample preparation or imaging conditions?,The sample is heavily beam damaged,The image is out of focus due to astigmatism,The sample is too thick causing multiple scattering,The sample is thin enough and the microscope is well-focused with minimal drift,D,Clear lattice fringes require thin samples and good focus; thick samples or beam damage would degrade fringe visibility.
s41467-021-27791-7_figure-2_crop0.png,HR-TEM,experimental_design,hard,"In this HRTEM image of a Co2P-CoP-NiCoO2 heterostructure, the slight variation in lattice fringe contrast and spacing could be due to which imaging artifact or effect?",Incorrect accelerating voltage causing defocus,Charging effects from insulating regions,Contamination from sample holder,Local strain fields causing lattice distortion,D,Local strain fields in heterostructures cause lattice distortions visible as fringe contrast and spacing variations; charging and contamination typically cause different artifacts.
s41467-021-27791-7_figure-2_crop2.png,HR-TEM,visual_perception,easy,What is the predominant shape of the nanostructure shown in this HRTEM image?,Spherical,Rod-like,Plate-like,Irregular cluster,B,"The image clearly shows an elongated, rod-shaped morphology with a continuous length and defined edges, ruling out spherical, plate-like, or irregular cluster shapes."
s41467-021-27791-7_figure-2_crop2.png,HR-TEM,visual_perception,medium,"In this HRTEM image of a Co2P-CoP-NiCoO2 nanorod, what does the contrast difference between the core and the outer layer most likely represent?",Co2P core and NiCoO2 shell,NiCoO2 core and CoP shell,Amorphous coating and crystalline core,Oxidized surface layer and metallic core,B,"The image and caption indicate a NiCoO2 core with a CoP layer, consistent with the contrast where the darker core is NiCoO2 and the lighter shell is CoP. The other options do not match the known phase distribution."
s41467-021-27791-7_figure-2_crop2.png,HR-TEM,visual_perception,hard,"Based on the lattice fringes visible in this HRTEM image of the Co2P-CoP-NiCoO2 nanorod, which phase is most likely indicated by the circled regions?",NiCoO2 phase,CoP phase,Amorphous phosphate,Co2P phase,D,"The circled regions are labeled as Co2P in the image, and the lattice fringes visible there correspond to crystalline Co2P. NiCoO2 and CoP have different lattice spacings, and amorphous phosphate would lack clear lattice fringes."
s41467-021-27791-7_figure-2_crop2.png,HR-TEM,reasoning,easy,"Given that this is a Co2P-CoP-NiCoO2 nanorod heterostructure, what does the presence of multiple contrast regions in the HRTEM image suggest about the sample?",It is an amorphous material with no distinct phases,It is a single-phase homogeneous material,It is contaminated with foreign particles,It consists of multiple crystalline phases forming a heterostructure,D,"The contrast differences and lattice fringes indicate distinct crystalline phases, consistent with a heterostructure rather than a single phase or amorphous material."
s41467-021-27791-7_figure-2_crop2.png,HR-TEM,reasoning,medium,"In the Co2P-CoP-NiCoO2 nanorod imaged by HRTEM, what does the clear lattice fringe pattern in the core region imply about the NiCoO2 phase?",NiCoO2 is poorly crystallized with no lattice fringes,NiCoO2 is amorphous and lacks lattice order,NiCoO2 is oxidized to an amorphous phase,NiCoO2 is crystalline with well-defined lattice planes,D,The visible lattice fringes in the core region indicate that NiCoO2 is crystalline with ordered lattice planes.
s41467-021-27791-7_figure-2_crop2.png,HR-TEM,reasoning,hard,"Considering the Co2P-CoP-NiCoO2 nanorod heterostructure, what can be inferred about the growth mechanism from the observed core-shell morphology in the HRTEM image?",The Co2P phase formed by oxidation of CoP,The NiCoO2 phase grew epitaxially on CoP seeds,The CoP and Co2P phases likely formed via surface phosphating of the NiCoO2 core,The entire nanorod formed simultaneously as a mixed phase,C,"The core-shell morphology with a NiCoO2 core and CoP/Co2P shell suggests phosphating of the NiCoO2 surface, consistent with surface conversion rather than simultaneous growth or oxidation."
s41467-021-27791-7_figure-2_crop2.png,HR-TEM,experimental_design,easy,What imaging mode is most likely used to capture this high-resolution image showing lattice fringes of the Co2P-CoP-NiCoO2 nanorod?,Atomic force microscopy (AFM),Scanning electron microscopy (SEM),Bright-field optical microscopy,High-resolution transmission electron microscopy (HRTEM),D,"The visible lattice fringes and atomic-scale resolution indicate HRTEM, while SEM and optical microscopy cannot resolve such detail and AFM does not provide lattice images."
s41467-021-27791-7_figure-2_crop2.png,HR-TEM,experimental_design,medium,The slight contrast variations and sharp interfaces in this HRTEM image suggest which sample preparation consideration was likely important?,Use of cryo-fixation to preserve structure,Thin sample thickness to allow electron transparency,Coating with carbon to prevent charging,Heavy metal staining to enhance contrast,B,"Thin sample thickness is critical for electron transparency and clear lattice imaging in HRTEM. Heavy metal staining and carbon coating are more typical for biological or SEM samples, and cryo-fixation is not indicated here."
s41467-021-27791-7_figure-2_crop2.png,HR-TEM,experimental_design,hard,"In this HRTEM image of the Co2P-CoP-NiCoO2 nanorod, what imaging artifact could cause the faint halo or fringe contrast around the nanorod edges?",Fresnel fringe due to defocus conditions,Contamination from hydrocarbon buildup,Charging artifact from insulating sample regions,Beam damage causing amorphization,A,"Fresnel fringes are common edge contrast artifacts in TEM caused by defocus. Charging and contamination usually produce different contrast patterns, and beam damage typically degrades lattice fringes rather than producing halos."
s41467-021-27910-4_figure-2_crop5.png,STEM,visual_perception,easy,"In this STEM image of RuO2 on R-TiO2 nanorods, what is the predominant morphology of the RuO2 overlayer?",Porous network,Rod-like elongated particles,Discrete spherical nanoparticles,Irregular and somewhat continuous overlayer,D,"The RuO2 appears as a somewhat continuous, irregular bright overlayer on the R-TiO2 nanorod, ruling out discrete particles or porous structures."
s41467-021-27910-4_figure-2_crop5.png,STEM,visual_perception,medium,"Considering the STEM image of RuO2 on R-TiO2 nanorods, what can be inferred about the distribution of RuO2 on the nanorod surface?",RuO2 forms large agglomerates detached from the nanorod,RuO2 forms a conformal coating over the nanorod surface,RuO2 is embedded inside the TiO2 lattice,RuO2 forms isolated clusters separated by bare TiO2,B,"The bright contrast of RuO2 follows the contour of the nanorod, indicating a conformal coating rather than isolated clusters or embedded phases."
s41467-021-27910-4_figure-2_crop5.png,STEM,visual_perception,hard,"In this STEM image of RuO2 on R-TiO2 nanorods, what does the contrast difference between Ru and R-TiO2 regions primarily indicate?",Beam damage causing local amorphization in Ru region,Charging effects causing brightness variations,Higher atomic number (Z) of Ru compared to Ti and O leads to stronger Z-contrast,Differences in sample thickness between Ru and TiO2 regions,C,"STEM Z-contrast imaging produces brighter contrast for heavier elements like Ru compared to Ti and O, explaining the bright Ru overlayer."
s41467-021-27910-4_figure-2_crop5.png,STEM,reasoning,easy,"Given that this is a RuO2 overlayer on R-TiO2 nanorods, what does the observed morphology suggest about the growth mode of RuO2?","No growth, just physical mixing",Stranski-Krastanov growth,Island (Volmer-Weber) growth,Layer-by-layer (Frank-van der Merwe) growth,D,The somewhat continuous and conformal overlayer morphology suggests layer-by-layer growth rather than isolated islands.
s41467-021-27910-4_figure-2_crop5.png,STEM,reasoning,medium,"In this RuO2/R-TiO2 system imaged by STEM, what can be inferred about the interface quality between RuO2 and R-TiO2 nanorods?",There is a void or gap at the interface,The interface shows signs of oxidation damage,The interface appears coherent and well-defined,The interface is diffuse with significant intermixing,C,"The STEM contrast shows a sharp boundary between RuO2 and TiO2, indicating a coherent and well-defined interface."
s41467-021-27910-4_figure-2_crop5.png,STEM,reasoning,hard,"Considering the RuO2 overlayer on R-TiO2 nanorods in this STEM image, what does the uniformity of the Ru contrast imply about the crystallinity of the RuO2 layer?",The RuO2 overlayer is composed of large single crystals,The RuO2 overlayer is likely polycrystalline or nanocrystalline,The RuO2 overlayer is a single crystal epitaxially grown on TiO2,The RuO2 overlayer is amorphous,B,The relatively uniform contrast without lattice fringes suggests a polycrystalline or nanocrystalline RuO2 layer rather than a single crystal or amorphous phase.
s41467-021-27910-4_figure-2_crop5.png,STEM,experimental_design,easy,What imaging mode is most consistent with the contrast and scale bar shown in this image of RuO2 on R-TiO2 nanorods?,Dark Field Transmission Electron Microscopy (DF-TEM),Scanning Transmission Electron Microscopy (STEM),Bright Field Transmission Electron Microscopy (BF-TEM),High-Angle Annular Dark Field (HAADF) STEM,B,"The image shows Z-contrast typical of STEM mode, with bright Ru regions and clear morphology at nanoscale, consistent with STEM rather than BF or DF TEM."
s41467-021-27910-4_figure-2_crop5.png,STEM,experimental_design,medium,The bright contrast of the RuO2 overlayer relative to the TiO2 nanorod in this STEM image is primarily due to which imaging parameter?,Diffraction contrast in DF-TEM,Phase contrast in BF-TEM,Atomic number (Z) contrast in STEM,Sample thickness variations,C,STEM imaging provides Z-contrast where heavier elements like Ru appear brighter than lighter Ti and O atoms.
s41467-021-27910-4_figure-2_crop5.png,STEM,experimental_design,hard,"If the image shows slight blurring at the RuO2/R-TiO2 interface, which of the following is the most likely cause related to experimental design?",Incorrect defocus setting in BF-TEM,Charging effects on the sample surface,Sample drift during STEM acquisition,Beam-induced amorphization of RuO2,C,"Blurring in STEM images often arises from sample drift during scanning, especially at interfaces, whereas beam damage or defocus would produce different artifacts."
s41467-022-28380-y_figure-1_crop0.png,CTEM,visual_perception,easy,"In this TEM image of E-Bi2Se3, what is the predominant shape of the observed particles?",Cubic crystals,Irregular layered sheets,Spherical nanoparticles,Rod-like structures,B,"The particles show irregular, thin, sheet-like morphology with layered contrast, ruling out spherical, rod-like, or cubic shapes."
s41467-022-28380-y_figure-1_crop0.png,CTEM,visual_perception,medium,"Considering the TEM image of E-Bi2Se3, what can be inferred about the thickness variation within the particle?",The particle is hollow inside,There are regions of varying thickness indicated by contrast differences,The particle is amorphous with no thickness variation,The particle is uniformly thick throughout,B,Contrast variations within the particle indicate thickness differences; uniform thickness or hollow structures would show different contrast patterns.
s41467-022-28380-y_figure-1_crop0.png,CTEM,visual_perception,hard,"In the TEM image of E-Bi2Se3, what does the contrast pattern near the edges of the particle most likely indicate about the crystal structure?",Presence of voids or pores at the edges,Amorphous oxide layer formation at edges,Polycrystalline grain boundaries at the edges,Layered quintuple structure with edges showing thinner layers,D,"The layered contrast near edges corresponds to the known quintuple layered structure of Bi2Se3, rather than grain boundaries, amorphous layers, or pores."
s41467-022-28380-y_figure-1_crop0.png,CTEM,reasoning,easy,"Given that this is an E-Bi2Se3 crystal imaged along the [110] zone axis, what does the SAED pattern inset primarily indicate about the sample?",The sample is amorphous with diffuse rings,The sample is crystalline with well-defined diffraction spots,The sample is polycrystalline with ring patterns,The sample is contaminated with multiple phases,B,"The SAED inset shows sharp diffraction spots characteristic of a single crystalline phase, ruling out amorphous, polycrystalline, or multiphase patterns."
s41467-022-28380-y_figure-1_crop0.png,CTEM,reasoning,medium,"In this E-Bi2Se3 TEM image, the SAED pattern corresponds to the [110] zone axis. What does this imply about the orientation of the quintuple layers relative to the electron beam?",The quintuple layers are perpendicular to the beam direction,The quintuple layers are tilted at 45 degrees to the beam,The quintuple layers are parallel to the beam direction,The quintuple layers are randomly oriented,A,"Imaging along [110] zone axis means the quintuple layers, which are perpendicular to the c-axis, are oriented edge-on (perpendicular) to the beam."
s41467-022-28380-y_figure-1_crop0.png,CTEM,reasoning,hard,"Considering the crystallographic information of E-Bi2Se3 and the SAED pattern shown, which of the following lattice planes is most likely responsible for the strongest diffraction spots observed?",(300) planes,(110) planes,(111) planes,(002) planes,A,"The SAED pattern inset labels (300) spots prominently, indicating these planes produce the strongest diffraction under this zone axis."
s41467-022-28380-y_figure-1_crop0.png,CTEM,experimental_design,easy,What imaging mode is most likely used to acquire this TEM image of E-Bi2Se3 with the SAED inset?,High-Angle Annular Dark Field STEM,Bright Field TEM,Scanning Electron Microscopy,Dark Field TEM,B,The image shows typical contrast and morphology consistent with Bright Field TEM; STEM and SEM have different contrast and imaging characteristics.
s41467-022-28380-y_figure-1_crop0.png,CTEM,experimental_design,medium,The presence of sharp diffraction spots in the SAED pattern inset suggests which of the following about the sample preparation?,The sample contains significant contamination,The sample is too thick causing multiple scattering,The sample is heavily damaged by the electron beam,The sample is thin enough for electron transparency and crystallinity is preserved,D,Sharp spots indicate good crystallinity and suitable thinness for electron transparency; thick or damaged samples produce diffuse or weak patterns.
s41467-022-28380-y_figure-1_crop0.png,CTEM,experimental_design,hard,"If astigmatism were present during acquisition of this TEM image, which of the following artifacts would most likely be observed?",Increased contrast at particle edges,Appearance of Moiré fringes,Elongated or blurred diffraction spots in the SAED pattern,Uniform darkening of the entire image,C,"Astigmatism causes distortion in the diffraction pattern, elongating or blurring spots; other options are unrelated to astigmatism."
s41467-022-28615-y_figure-2_crop4.png,HR-TEM,visual_perception,easy,"In this iDPC-STEM image of BZIF-8-S from the [111] projection, what is the predominant shape formed by the bright atomic columns?",Linear chains,Random distribution,Square lattice,Hexagonal arrangement,D,"The bright spots form a clear hexagonal pattern consistent with the [111] projection of a cubic or similar lattice, ruling out square, random, or linear arrangements."
s41467-022-28615-y_figure-2_crop4.png,HR-TEM,visual_perception,medium,"In this iDPC-STEM image of BZIF-8-S from the [111] projection, what is the approximate scale of the lattice spacing between adjacent bright spots?",About 3 nm,About 0.3 nm,About 0.03 nm,About 30 nm,B,"The scale bar shows 10 nm, and the spacing between bright spots is roughly one-tenth of that, indicating ~0.3 nm spacing. Larger or smaller values are inconsistent with the image scale."
s41467-022-28615-y_figure-2_crop4.png,HR-TEM,visual_perception,hard,"In this iDPC-STEM image of BZIF-8-S from the [111] projection, what does the uniform intensity and periodicity of the bright spots most likely indicate about the sample's crystallinity?",Highly defective crystal with dislocations,Amorphous structure,Polycrystalline with many grain boundaries,High crystallinity with minimal defects,D,"The uniform, periodic bright spots and sharp FFT pattern indicate a well-ordered, defect-minimal crystalline structure, ruling out amorphous, polycrystalline, or highly defective states."
s41467-022-28615-y_figure-2_crop4.png,HR-TEM,reasoning,easy,"Given that this is an iDPC-STEM image of BZIF-8-S from the [111] projection, what does the hexagonal symmetry of the lattice suggest about the crystal structure?",The crystal has a cubic lattice viewed along the [111] zone axis,The crystal is tetragonal,The crystal is hexagonal in bulk,The sample is amorphous,A,"The [111] projection of a cubic lattice typically shows hexagonal symmetry, consistent with the observed pattern, while hexagonal bulk or tetragonal would show different symmetries."
s41467-022-28615-y_figure-2_crop4.png,HR-TEM,reasoning,medium,"In this iDPC-STEM image of BZIF-8-S from the [111] projection, the FFT inset shows sharp spots arranged symmetrically. What does this imply about the sample's orientation and order?",The sample is randomly oriented polycrystalline,The sample is well-oriented along the [111] zone axis with high crystalline order,The sample is amorphous with no long-range order,The sample is damaged by the electron beam,B,"Sharp, symmetric FFT spots indicate a single-crystal orientation along [111] with high order, unlike random polycrystalline or amorphous samples."
s41467-022-28615-y_figure-2_crop4.png,HR-TEM,reasoning,hard,"Considering this iDPC-STEM image of BZIF-8-S from the [111] projection, what can be inferred about the imaging mode's effect on contrast and atomic column visibility?",Bright field TEM would provide better atomic contrast here,Dark field STEM would show the same contrast as iDPC-STEM,Conventional TEM imaging is superior for this sample,The overfocal iDPC-STEM mode enhances light element visibility and phase contrast,D,"iDPC-STEM in overfocal mode is known to enhance phase contrast and visibility of light elements like those in BZIF-8-S, unlike BF or DF TEM."
s41467-022-28615-y_figure-2_crop4.png,HR-TEM,experimental_design,easy,What imaging technique was used to acquire this atomic-resolution image of BZIF-8-S showing bright atomic columns and a clear FFT pattern?,Integrated differential phase contrast scanning transmission electron microscopy (iDPC-STEM),Atomic force microscopy (AFM),Scanning electron microscopy (SEM),Bright field transmission electron microscopy (BF-TEM),A,"The image contrast and FFT pattern are characteristic of iDPC-STEM, not BF-TEM, SEM, or AFM."
s41467-022-28615-y_figure-2_crop4.png,HR-TEM,experimental_design,medium,The inset FFT pattern shows sharp spots with hexagonal symmetry. What does this indicate about the sample preparation and imaging conditions?,The image suffers from severe beam damage,The imaging was done in defocused bright field mode,"The sample is thin, well-prepared, and imaged under conditions minimizing drift and astigmatism",The sample is thick and poorly prepared,C,Sharp FFT spots require thin samples and stable imaging conditions; thick or damaged samples yield diffuse patterns.
s41467-022-28615-y_figure-2_crop4.png,HR-TEM,experimental_design,hard,"In this iDPC-STEM image of BZIF-8-S, what artifact might be introduced by the overfocal imaging mode, and how can it be identified visually?",Phase contrast enhancement causing slight halo around atomic columns,Beam damage causing amorphization,Charging artifacts causing image drift,Severe astigmatism causing elongated spots,A,"Overfocal iDPC-STEM enhances phase contrast, sometimes producing halos around atomic columns, unlike astigmatism or beam damage artifacts."
s41467-022-28615-y_figure-3_crop4.png,HR-TEM,visual_perception,easy,"In this iDPC-STEM image of BZIF-8-B, what is the predominant shape of the atomic cavities visible in the blue boxed region?",Square lattice,Hexagonal honeycomb,Amorphous clusters,Triangular lattice,B,"The blue boxed region shows a clear hexagonal honeycomb pattern consistent with atomic-resolution cavities, while other shapes are not visually supported."
s41467-022-28615-y_figure-3_crop4.png,HR-TEM,visual_perception,medium,"In this iDPC-STEM image of BZIF-8-B, how do the structural features in Region A (red box) differ visually from those in Region B (red box)?","Region A shows brighter contrast, Region B shows darker contrast due to thickness","Region A shows crystalline defects, Region B shows perfect lattice","Region A shows more amorphous contrast, Region B shows more ordered lattice","Region A shows larger pores, Region B shows smaller pores",C,"Region A appears more disordered and amorphous, while Region B shows more lattice-like features, consistent with the visual contrast differences."
s41467-022-28615-y_figure-3_crop4.png,HR-TEM,visual_perception,hard,"In this iDPC-STEM image of BZIF-8-B, what is the approximate scale of the features visible in the red boxed regions compared to the 10 nm scale bar?",Features are on the order of 10-15 nm,Features are larger than 20 nm,Features are on the order of 5-6 nm,Features are on the order of 1-2 nm,D,"The lattice and amorphous features in the red boxes are much smaller than the 10 nm scale bar, indicating a size on the order of 1-2 nm."
s41467-022-28615-y_figure-3_crop4.png,HR-TEM,reasoning,easy,"Given that this is an iDPC-STEM image of BZIF-8-B from the [111] projection, what does the hexagonal honeycomb pattern in the blue boxed region indicate about the crystal structure?",The presence of ordered atomic-scale pores arranged hexagonally,The presence of amorphous regions with no long-range order,The presence of cubic symmetry in the lattice,The presence of stacking faults along the [111] direction,A,"The hexagonal honeycomb pattern directly corresponds to ordered atomic-scale pores typical for BZIF-8-B, ruling out cubic symmetry or amorphous structure."
s41467-022-28615-y_figure-3_crop4.png,HR-TEM,reasoning,medium,"In this iDPC-STEM image of BZIF-8-B, the red boxed Region A shows amorphous contrast while Region B shows lattice features. What does this suggest about the local structural state in Region A?",Region A contains a different crystalline phase with cubic symmetry,Region A contains an amorphous phase with coordination defects,Region A is a region with heavy beam damage causing lattice disorder,Region A is a perfectly crystalline domain,B,"The amorphous contrast and lack of lattice fringes in Region A indicate an amorphous phase with coordination defects, consistent with the visual evidence."
s41467-022-28615-y_figure-3_crop4.png,HR-TEM,reasoning,hard,"Considering this iDPC-STEM image of BZIF-8-B, what does the presence of both ordered hexagonal cavities and amorphous regions imply about the material's synthesis or structural heterogeneity?",The material exhibits partial crystallinity with localized amorphous defects due to synthesis conditions,The hexagonal cavities are imaging artifacts caused by beam damage,The entire sample is uniformly crystalline with no defects,The amorphous regions are artifacts from sample preparation only,A,"The coexistence of ordered and amorphous regions suggests partial crystallinity with defects or heterogeneity likely arising from synthesis, rather than uniform crystallinity or artifacts."
s41467-022-28615-y_figure-3_crop4.png,HR-TEM,experimental_design,easy,This image of BZIF-8-B was acquired using iDPC-STEM. What is a key advantage of iDPC-STEM imaging for observing atomic-scale features in this material?,It only images surface topography without atomic detail,It provides high contrast for light elements and atomic resolution,It produces images based on secondary electron emission,It is insensitive to beam damage in all materials,B,"iDPC-STEM enhances contrast for light elements and achieves atomic resolution, unlike surface-only or secondary electron imaging."
s41467-022-28615-y_figure-3_crop4.png,HR-TEM,experimental_design,medium,"In this iDPC-STEM image of BZIF-8-B, the presence of blurred or less ordered contrast in Region A could be caused by which experimental factor?",Incorrect defocus setting causing uniform blurring,Local amorphous phase or coordination defects in the sample,Charging artifacts from conductive coating,Contamination from hydrocarbon buildup on the surface,B,"The localized nature of the blurred contrast corresponds to structural disorder, not uniform defocus or surface contamination."
s41467-022-28615-y_figure-3_crop4.png,HR-TEM,experimental_design,hard,"Given the FFT and inverse FFT patterns associated with this iDPC-STEM image of BZIF-8-B, what experimental step is critical to reliably distinguish crystalline from amorphous regions?",Using only bright field TEM imaging without FFT analysis,Applying heavy sample coating to reduce beam damage,Careful selection of FFT filtering to isolate lattice periodicities,Increasing beam current to enhance signal regardless of damage,C,"FFT filtering is essential to separate periodic lattice signals from amorphous background, enabling clear identification of structural phases."
s41467-022-28615-y_figure-5_crop1.png,HR-TEM,visual_perception,easy,What is the predominant feature visible in this high-resolution TEM image of dia-BZIF-8-B?,Regular lattice fringes indicating crystallinity,Amorphous contrast with no periodicity,Large spherical nanoparticles,Porous network with irregular voids,A,"The image clearly shows uniform, periodic lattice fringes characteristic of a crystalline material. The other options describe features not visible here."
s41467-022-28615-y_figure-5_crop1.png,HR-TEM,visual_perception,medium,"In this HRTEM image of dia-BZIF-8-B, what does the measured lattice spacing of approximately 0.7 nm most likely correspond to?",The distance between adjacent crystal planes in the dia phase,The size of amorphous regions within the crystal,The thickness of the TEM sample,The diameter of embedded nanoparticles,A,The lattice spacing measured corresponds to the interplanar distance in the crystalline dia-BZIF-8-B phase. The other options do not relate to lattice fringe spacing.
